rand_lat,rand_lng,Nearest_City,Country,act_lat,act_lng,Temperature_F,Humidity_Perc,Cloudiness_Perc,Wind_Speed_MPH
-76.39147454111566,178.43350609285244,kaitangata,nz,-46.28,169.85,58.48,80,66,10.56
-85.14296707943873,-44.41961469163854,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
46.873119713095946,-84.55112552178883,sault sainte marie,ca,46.52,-84.33,34.97,100,90,3.33
41.87428791402283,128.60063032575624,helong,cn,42.54,129,8.74,77,0,4.85
-43.67559747012839,-70.45949195064071,coihaique,cl,-45.58,-72.07,64.4,52,75,4.7
-75.8883751271232,-138.055827340789,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
26.720448434807594,-136.74997431169055,pacific grove,us,36.62,-121.92,60.75,72,1,6.93
-28.153346673532248,56.51904907706643,saint-philippe,re,-21.36,55.77,70.81,83,90,5.82
-85.79190383176952,-132.7214055132667,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
19.792100398017737,64.64723767288567,dwarka,in,22.24,68.97,71.82,69,0,11.65
-57.326325068134246,151.11403118833198,hobart,au,-42.88,147.33,67.01,72,75,9.17
-27.50861836442194,-174.5344648598113,vaini,to,-21.2,-175.2,80.6,88,90,11.41
7.223036648055327,4.270180277602634,apomu,ng,7.33,4.18,82.4,15,56,4.7
21.400893653259757,86.90019872101954,baleshwar,in,21.49,86.93,57.92,53,39,6.76
76.66781302534181,127.91667555096762,tiksi,ru,71.69,128.87,-26.52,67,0,5.5
-1.3143030516661725,116.2629213802029,balikpapan,id,-1.27,116.83,78.8,100,40,4.7
77.67186321856138,-69.08559014953663,qaanaaq,gl,77.48,-69.36,-12.51,44,0,5.12
67.6390735591225,-98.79943737724359,thompson,ca,55.74,-97.86,15.8,92,90,3.69
-60.75816157265533,-70.98921095764659,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
69.44103202242863,92.5213976297091,talnakh,ru,69.49,88.4,3.2,84,75,8.95
25.96975045369119,53.29327518263628,bandar-e lengeh,ir,26.56,54.88,66.04,64,0,22.46
60.51218308256824,-139.58679933869078,haines junction,ca,60.75,-137.51,-15.11,99,99,5.93
-29.835490480007422,-33.54642213218139,arraial do cabo,br,-22.97,-42.03,75.79,83,0,9.4
50.2838319140138,114.02179306476381,duldurga,ru,50.68,113.59,-4.54,83,70,1.9
-11.348636633011608,-11.67976303266019,georgetown,sh,-7.93,-14.42,78.39,77,87,15.26
-18.513223520511346,121.82681141129319,broome,au,-17.97,122.23,86,79,40,10.29
70.19608343357862,3.190691105616537,roald,no,62.58,6.13,43.83,93,100,26.4
-24.43006746837034,-176.65840073737772,vaini,to,-21.2,-175.2,80.6,88,90,11.41
5.517457277755071,22.55821948459345,bangassou,cf,4.74,22.82,67.33,35,25,4.72
38.58320484244203,-42.16673094588347,ribeira grande,pt,38.52,-28.7,54.72,73,100,5.19
-89.15634494471854,-136.77710903512366,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
1.7997751560287156,-159.3122453938657,hilo,us,19.73,-155.09,75.4,57,90,9.17
12.370345065870154,-165.9895431963776,kapaa,us,22.08,-159.32,76.51,78,40,12.75
56.51920699701563,-134.95619715530572,sitka,us,57.05,-135.33,36.77,86,90,18.34
24.72119400422646,-127.36166988411861,lompoc,us,34.64,-120.46,66.38,72,1,11.41
-1.5515392764017406,-113.80266497988885,coahuayana,mx,18.73,-103.68,75.2,69,75,11.41
-61.71759493719384,-109.77267062279425,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
51.51856976132032,-139.46980081716433,sitka,us,57.05,-135.33,36.77,86,90,18.34
53.269848010527994,154.72794548185368,sobolevo,ru,54.43,31.9,29.46,84,49,10.58
-49.979404853269756,-11.083140748963757,cape town,za,-33.93,18.42,63.79,82,75,12.75
46.784950680254525,31.222781115238206,berezanka,ua,46.85,31.39,32.13,70,0,8.25
65.05347141203816,-155.39644623235003,kenai,us,60.55,-151.26,4.24,50,1,16.11
-74.63614001597155,-81.10233158556439,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
81.63119661564241,99.45247639538837,khatanga,ru,71.97,102.5,-24.14,91,57,2.89
-61.766083708366466,-171.02653680486648,vaini,to,-21.2,-175.2,80.6,88,90,11.41
56.8256716341065,-179.59485209848967,egvekinot,ru,66.32,-179.17,-3.48,87,79,2.8
-88.70961109731826,129.79489043915822,new norfolk,au,-42.78,147.06,67.51,72,75,9.17
-9.008428443596799,153.25094545593055,samarai,pg,-10.62,150.67,87.44,58,67,2.62
-36.227812741396505,-16.409137072752003,jamestown,sh,-15.94,-5.72,75.2,75,100,14.63
-70.49124920988129,-91.7175821896258,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
32.77570915837856,-129.05329973590432,pacific grove,us,36.62,-121.92,60.75,72,1,6.93
-80.6837499902613,-98.39845208995634,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
65.74223594107752,134.83253686013182,batagay,ru,67.63,134.63,-42.81,94,1,2.28
-10.311598020223087,88.98110628575387,padang,id,-0.95,100.35,70.02,96,93,1.9
-60.8339613745724,143.0487188382869,hobart,au,-42.88,147.33,67.01,72,75,9.17
11.073336074019835,-70.16807375611654,punta cardon,ve,11.66,-70.22,78.22,82,6,15.08
-42.52241579458733,106.57817959267965,busselton,au,-33.65,115.33,70.43,44,19,8.79
69.555603561125,-5.664006190883185,klaksvik,fo,62.23,-6.59,44.6,87,100,9.17
-30.23202721879703,118.82522768542913,northam,au,-31.67,116.67,72.79,56,31,9.17
-46.38220614776646,-96.93075541922289,castro,cl,-42.47,-73.77,66.2,68,100,6.93
66.63642569677671,67.67102137792938,aksarka,ru,66.56,67.8,-7.78,100,84,4.27
3.2837792983724796,164.88546106707855,butaritari,ki,3.07,172.79,85.03,72,12,10.56
85.97900444088367,-101.68384974846663,yellowknife,ca,62.46,-114.35,10.4,85,90,5.82
33.61867071661307,-70.23368945727479,hamilton,bm,32.29,-64.78,65.14,93,75,4.7
16.850562243346573,108.30327682251061,da nang,vn,16.07,108.22,71.91,88,40,2.24
9.433715043276862,-52.468259160666975,mana,gf,5.66,-53.78,74.41,95,73,2.82
-41.02013837542191,-12.848651288125183,jamestown,sh,-15.94,-5.72,75.2,75,100,14.63
-35.841102478002234,-137.3587677988432,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
4.585877167414338,16.38937551284016,carnot,cf,4.94,15.87,69.12,17,94,6.13
21.620972722217203,83.09980889225363,sarangarh,in,21.6,83.08,57.69,37,31,1.86
61.646496685716215,-49.78465125276841,paamiut,gl,61.99,-49.67,18.07,64,93,21.72
-4.705481072931406,-75.974384899836,lagunas,pe,-5.23,-75.68,78.46,91,98,2.89
-84.80985753760497,101.17060249349231,albany,au,-35.02,117.89,62.6,93,90,5.82
82.42151624361946,-98.00345977223684,yellowknife,ca,62.46,-114.35,10.4,85,90,5.82
54.10400409714509,-88.20351306685825,geraldton,ca,49.73,-86.95,23,92,90,4.7
-70.9995362900172,-76.8614331034687,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
10.033984364747113,152.71298500189698,kavieng,pg,-2.57,150.8,84.36,71,95,8.97
25.055604090937564,132.49988800541945,naze,jp,28.37,129.48,67.15,100,75,3.36
-81.20885795763357,-90.77758558743508,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
28.109624955707858,-30.645926928960876,ribeira grande,pt,38.52,-28.7,54.72,73,100,5.19
21.486170976891955,13.09440784404606,bilma,ne,18.69,12.92,59.41,16,0,7.85
8.150119986488974,-74.25922930449903,montecristo,co,8.3,-74.47,78.44,85,82,3.11
55.94126240393703,-30.316920363421332,olafsvik,is,64.89,-23.71,33.89,79,99,7.78
-62.5526140420757,-34.96948915600271,mar del plata,ar,-38,-57.56,68.5,52,0,13.87
-65.20505878862754,30.94954993470293,port elizabeth,za,-33.92,25.57,68,94,75,16.11
28.996889136960448,96.53333657650984,tezu,in,27.92,96.17,47.53,59,23,3.15
29.465354064466453,-116.06407682608881,san quintin,mx,30.48,-115.95,63.77,64,45,5.68
31.604841142901606,108.32136836394909,wanxian,cn,30.8,108.39,41.41,82,100,4.61
-23.449313275967313,-132.28024674157467,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
50.23671204213784,-100.1349775358573,rivers,ca,50.03,-100.24,17.6,92,90,3.36
-41.95002336522362,-39.81311073738868,cidreira,br,-30.18,-50.21,74.77,73,60,18.75
78.80277968423889,115.81906412253448,saskylakh,ru,71.92,114.08,-20,92,100,17.58
11.436672891208346,10.094209537800566,azare,ng,11.68,10.19,58.71,19,12,9.53
-21.133534880662992,-47.3921364747834,altinopolis,br,-21.03,-47.37,80.6,54,0,3.36
-30.505245993112943,136.71370933043158,port augusta,au,-32.5,137.77,75.24,73,90,11.41
-69.0269711042885,122.45260133464888,albany,au,-35.02,117.89,62.6,93,90,5.82
55.114743415367286,146.9587259894397,okha,ru,53.57,142.95,-12.23,84,0,18.37
13.520884951283676,64.16810739291179,kavaratti,in,10.57,72.64,80.8,67,88,3
-56.890509383224895,9.782336884564387,hermanus,za,-34.42,19.23,63.55,78,46,3
3.701803312098363,152.04849513958573,kavieng,pg,-2.57,150.8,84.36,71,95,8.97
-79.76619054008026,-39.11229182304109,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-20.034239661853533,132.57283506793044,alice springs,au,-23.7,133.88,82.4,15,0,9.17
-71.66370490430884,-128.4729916810506,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
87.68239298107662,-56.06853175280776,upernavik,gl,72.79,-56.15,-13.83,95,78,6.85
24.627493609957853,55.83756097232521,dubai,ae,25.26,55.3,62.74,72,0,3.36
-25.64195525109092,-23.516671717348117,vila velha,br,-20.33,-40.29,71.35,94,75,9.17
-38.804192888745575,5.443643209518882,saldanha,za,-33.01,17.94,62.6,82,29,3.36
-87.7353327410795,155.80247049514992,bluff,nz,-46.6,168.33,71.01,62,46,3
-13.542225812670992,6.479993078573784,namibe,ao,-15.2,12.15,74.95,73,7,11.05
20.945268427231966,-107.79208878710972,bucerias,mx,20.75,-105.33,72.27,94,90,8.05
-49.50078225615975,144.43516457271573,new norfolk,au,-42.78,147.06,67.51,72,75,9.17
-38.90363519219391,9.235184465564373,cape town,za,-33.93,18.42,63.79,82,75,12.75
39.933893449509895,-133.79954412224055,fortuna,us,40.6,-124.16,57.56,87,90,5.75
-57.99772038402772,-24.925858059509437,chuy,uy,-33.7,-53.46,67.91,76,24,7.36
-6.437125495628635,-138.74573218573235,atuona,pf,-9.8,-139.03,80.78,78,62,15.21
-6.062332301101037,-64.79795579160302,canutama,br,-6.53,-64.38,78.4,84,100,1.59
39.06465277464102,-143.4092203354868,fortuna,us,40.6,-124.16,57.56,87,90,5.75
-52.06802259117429,-9.179530203308246,cape town,za,-33.93,18.42,63.79,82,75,12.75
-11.317567697070913,-88.42859269958802,sechura,pe,-5.56,-80.82,74.34,87,32,14.65
0.7416818164243608,21.09429420206149,bongandanga,cd,1.5,21.05,68.97,37,57,0.6
-54.496120117275346,-12.93930107196536,cape town,za,-33.93,18.42,63.79,82,75,12.75
-66.47940837929212,-89.39278999044299,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-76.97234933060773,57.32570667996251,east london,za,-33.02,27.91,75.58,80,0,15.05
86.04664328714841,108.29491189143528,khatanga,ru,71.97,102.5,-24.14,91,57,2.89
-25.441270676351635,14.122884580069211,luderitz,na,-26.65,15.16,68,82,0,10.29
-70.48068571060156,-52.78648053193365,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-31.542802813801444,61.863285862459776,souillac,mu,-20.52,57.52,75.31,83,40,13.87
-46.437424145095406,136.55466046659092,portland,au,-38.33,141.6,61.5,87,52,17.34
82.23328902787426,91.33896742014792,talnakh,ru,69.49,88.4,3.2,84,75,8.95
-70.0624842011927,134.2409359751543,new norfolk,au,-42.78,147.06,67.51,72,75,9.17
48.20021374507027,-176.21911307689444,provideniya,ru,64.38,-173.3,-4.65,68,0,3.67
-27.40671437406735,-6.244948416806579,jamestown,sh,-15.94,-5.72,75.2,75,100,14.63
-78.57046130825502,82.79844039378872,busselton,au,-33.65,115.33,70.43,44,19,8.79
-19.97168629140529,-19.706040213863275,georgetown,sh,-7.93,-14.42,78.39,77,87,15.26
-41.59287377122493,-19.77962044547263,arraial do cabo,br,-22.97,-42.03,77,78,40,8.05
-55.22613399868981,124.9542199914311,albany,au,-35.02,117.89,62.6,93,90,5.82
50.62492878531887,-104.1805708539036,pilot butte,ca,50.47,-104.42,31.35,92,90,10.29
-47.730948534699685,-99.31024492415604,castro,cl,-42.47,-73.77,66.2,68,100,6.93
-42.86844653823763,-139.0485451378538,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
-24.735619237582142,-52.1470817944179,pitanga,br,-24.76,-51.76,63.27,95,0,1.99
26.718737989050126,-102.85077569551923,ocampo,mx,21.65,-101.5,58.35,58,100,12.77
39.41092341390663,-90.04324715374695,jacksonville,us,30.33,-81.66,55.98,47,1,3.36
-15.379777298790387,153.21682241673932,samarai,pg,-10.62,150.67,87.44,58,67,2.62
-70.0455571661017,110.15437021407485,albany,au,-35.02,117.89,62.6,93,90,5.82
24.17156407538559,-35.69021803824239,ponta do sol,cv,17.2,-25.09,71.6,73,98,13.87
-52.425558636469184,-163.877949032579,avarua,ck,-21.21,-159.78,84.2,83,99,10.29
67.66068927273136,62.71192711741645,zapolyarnyy,ru,69.42,30.81,23,67,50,32.21
35.64670486100468,37.88589240403613,manbij,sy,36.53,37.95,33.8,47,0,5.82
83.65857836498645,23.727870045885595,longyearbyen,sj,78.22,15.64,-2.2,64,0,5.82
80.70173254328444,120.03613533781726,saskylakh,ru,71.92,114.08,-20,92,100,17.58
-14.46087442773586,-85.97122214201245,huarmey,pe,-10.07,-78.15,76.78,64,99,6.24
-23.034982654719713,120.68491764039254,port hedland,au,-20.32,118.57,84.2,83,0,9.17
38.00693996060991,125.29790319892686,seoul,kr,37.57,126.98,27.01,100,1,3.02
26.936716977332352,-1.2322818455930644,adrar,dz,25.75,-1,68.16,28,70,8.5
83.46805240424334,-39.07321387132956,tasiilaq,gl,65.61,-37.64,26.6,73,100,13.87
-36.56934867200057,-25.371736448422638,arraial do cabo,br,-22.97,-42.03,77,78,40,8.05
-3.8587976047471386,29.68076097636208,bururi,bi,-3.85,29.63,68.94,84,100,2.04
-54.775012259183896,145.85751851538623,hobart,au,-42.88,147.33,67.01,72,75,9.17
-73.47619328902468,-60.70204348759616,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-38.30050646209601,-19.371775342304517,jamestown,sh,-15.94,-5.72,75.2,75,100,14.63
-12.7747940904042,-128.94587969475714,atuona,pf,-9.8,-139.03,80.78,78,62,15.21
51.215334952383415,15.15780016258114,luban,pl,51.12,15.29,26.71,94,48,5.99
-80.15713970592861,175.50051938806735,bluff,nz,-46.6,168.33,71.01,62,46,3
-54.08279067016672,3.4232313258733313,cape town,za,-33.93,18.42,63.79,82,75,12.75
43.932032721570124,43.81166675736529,soldatskaya,ru,43.82,43.82,30.13,68,32,4.47
-68.23512455666483,178.24181743204628,kaitangata,nz,-46.28,169.85,58.48,80,66,10.56
-74.62248953631102,-41.51491124834314,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-80.71520389114346,-100.77130656234857,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-25.090155536096447,-110.69276898941625,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
26.978583150148722,66.38117844710519,bela,pk,26.23,66.31,64.02,70,0,1.3
40.465061698944254,-155.64410025626535,kodiak,us,57.79,-152.41,19.4,62,90,23.04
82.19275870348943,81.0641018508395,dikson,ru,73.51,80.55,-7.82,96,100,7.07
-63.43075037484006,38.404780916348074,port alfred,za,-33.59,26.89,64.99,98,0,4
-47.952771082578124,99.49426658214378,busselton,au,-33.65,115.33,70.43,44,19,8.79
-18.87172125750807,-179.62446305275986,vaini,to,-21.2,-175.2,80.6,88,90,11.41
3.324684059983568,-109.23216818916737,ixtapa,mx,20.7,-105.2,72.28,94,90,8.05
-27.816496545214342,-21.402028406704545,jamestown,sh,-15.94,-5.72,75.2,75,100,14.63
-21.482373123202834,-92.29349176236174,pisco,pe,-13.7,-76.22,74.01,30,75,19.46
46.236308442716364,158.23534382420473,severo-kurilsk,ru,50.68,156.12,18.72,92,100,43.49
76.12276783610221,-90.98198530874771,thompson,ca,55.74,-97.86,15.8,92,90,3.69
-13.20897401055565,4.701214021848415,namibe,ao,-15.2,12.15,74.95,73,7,11.05
51.512426671124416,-61.03702109420357,saint-augustin,ca,51.23,-58.65,15.12,78,36,11.12
76.93642709006824,106.84206968705115,khatanga,ru,71.97,102.5,-24.14,91,57,2.89
60.98710954433298,173.90012381764916,anadyr,ru,64.75,177.48,15.8,78,90,11.18
46.19246895874184,66.98699083660483,zhezkazgan,kz,47.8,67.71,12.24,94,95,14.61
-24.177981129546936,145.20423349577823,emerald,au,-23.53,148.17,75.54,94,90,14.99
-45.298798390478765,-46.90905169349605,mar del plata,ar,-38,-57.56,68.5,52,0,13.87
-32.30750641435239,116.93458665093385,northam,au,-31.67,116.67,72.79,56,31,9.17
-1.0498483789158826,4.397472672805833,port-gentil,ga,-0.72,8.78,82.4,88,40,5.82
0.9322334205531035,-99.06413308146415,puerto ayora,ec,-0.74,-90.35,78.8,74,75,4.7
-83.72105066685556,147.2672339640153,hobart,au,-42.88,147.33,67.01,72,75,9.17
-41.77624286081176,101.14243538879765,busselton,au,-33.65,115.33,70.43,44,19,8.79
-50.334775833312406,-139.99883578224873,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
22.870109849182896,1.51924906097355,tessalit,ml,20.2,1.01,74.19,10,100,10.94
-41.148489569209374,99.39081879917472,busselton,au,-33.65,115.33,70.43,44,19,8.79
-70.3231310185893,17.42368667395428,bredasdorp,za,-34.53,20.04,64.24,68,31,12.75
-58.37815687663847,-105.90048392830563,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
44.06721639603148,72.12047722756532,mikhaylovka,kz,43,71.5,24.8,100,90,2.48
57.152930093646546,88.7338110610462,teguldet,ru,57.31,88.17,16.75,94,100,8.19
-41.550488506383466,-129.02957175529068,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
-28.84160597072068,9.460254750489298,luderitz,na,-26.65,15.16,68,82,0,10.29
15.515816004278477,100.74822521881111,nong bua,th,15.86,100.59,71.91,87,100,1.97
1.9987109908710607,89.9031984323006,banda aceh,id,5.56,95.32,71.38,87,95,3.18
54.38111470208847,125.37959629770313,taldan,ru,53.67,124.8,-24.02,96,76,1.23
-68.47087139259071,144.74830789654595,hobart,au,-42.88,147.33,67.01,72,75,9.17
-63.879909428468736,-119.12047596521712,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
-73.03596349925697,-137.62760163803742,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
28.810166511873945,145.1176783227799,katsuura,jp,35.13,140.3,38.79,93,75,8.05
-13.924658817483163,121.05399166173851,broome,au,-17.97,122.23,86,79,40,10.29
-22.72732891369968,-92.94528994011387,pisco,pe,-13.7,-76.22,74.01,30,75,19.46
-79.65257998188088,-57.52501719792984,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
46.56454879867184,43.317406945772916,remontnoye,ru,46.56,43.65,39.11,80,96,31.32
2.250531022309815,-94.36176790296949,puerto ayora,ec,-0.74,-90.35,78.8,74,75,4.7
-81.64122729353069,-132.89992830733945,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
68.4385679875418,-40.84393089317638,tasiilaq,gl,65.61,-37.64,26.6,73,100,13.87
-74.68739628031346,13.45534894805914,hermanus,za,-34.42,19.23,63.55,78,46,3
-55.3625882863642,-61.16209935058197,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
35.764804969107715,-46.558405761684696,torbay,ca,47.67,-52.73,18.46,72,5,17.22
-8.157837604222479,-66.2431182355316,pauini,br,-7.71,-66.98,79.12,74,69,1.54
22.85729360411304,110.84232374450596,nandu,cn,22.85,110.82,48.34,92,100,1.9
-42.55620489938226,-93.15034369246206,castro,cl,-42.47,-73.77,66.2,68,100,6.93
-47.90973374127747,-40.15825197311639,chuy,uy,-33.7,-53.46,67.91,76,24,7.36
-22.695669706720025,-37.448389627498045,guarapari,br,-20.67,-40.5,71.35,94,75,9.17
82.27950605376418,103.19694734465253,khatanga,ru,71.97,102.5,-24.14,91,57,2.89
-3.312885405538438,18.981870228898146,mangai,cd,-4.05,19.53,73.8,74,69,1.97
-18.128969863042656,-162.6025250448468,avarua,ck,-21.21,-159.78,84.2,83,99,10.29
22.60470197549219,-175.03434796979633,kapaa,us,22.08,-159.32,76.51,78,40,12.75
-41.73477947999146,71.09405842769445,mahebourg,mu,-20.41,57.7,75.31,83,40,13.87
-24.664765981428587,49.75039873830332,vangaindrano,mg,-23.35,47.6,66.92,90,77,1.61
-15.56875745598255,-95.47370430915001,puerto ayora,ec,-0.74,-90.35,78.8,74,75,4.7
-14.58747225842535,-58.411085762450554,nova olimpia,br,-14.8,-57.29,80.87,68,70,1.39
-14.453762471271503,-5.59254415405465,jamestown,sh,-15.94,-5.72,75.2,75,100,14.63
