rand_lat,rand_lng,Nearest_City,Country,act_lat,act_lng,Temperature_F,Humidity_Perc,Cloudiness_Perc,Wind_Speed_MPH
-69.00422568558102,23.981064588713366,bredasdorp,za,-34.53,20.04,64.24,68,31,12.75
-52.5630991701175,-43.33723181326471,mar del plata,ar,-38,-57.56,68.5,52,0,13.87
31.86891334554082,94.70270065343561,along,in,28.17,94.77,38.93,67,0,5.1
-79.80251157947583,-42.43419387394124,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
79.88909094115206,114.37069028421496,saskylakh,ru,71.92,114.08,-20,92,100,17.58
-55.896684947390845,45.968828146719176,east london,za,-33.02,27.91,75.58,80,0,15.05
88.10172145773876,84.22313724539504,dikson,ru,73.51,80.55,-7.82,96,100,7.07
-78.31839127970109,165.59401299333229,bluff,nz,-46.6,168.33,71.01,62,46,3
5.803276601552071,-4.193172979119794,agboville,ci,5.93,-4.21,75.15,92,85,1.21
49.233860419343756,-69.8204382408583,forestville,ca,48.74,-69.08,30.2,74,90,11.41
68.58679642951662,85.33438614561942,dudinka,ru,69.41,86.18,3.2,84,75,8.95
0.5338197818994246,-0.22948475530935752,takoradi,gh,4.88,-1.76,75.9,86,94,1.32
-34.936066686155954,-126.72922800592596,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
-54.92051588861415,-87.81884472354405,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
55.48351930313325,47.67375044797245,yantikovo,ru,55.82,47.91,26.6,100,90,2.24
89.44545217108094,-128.18031022173983,tuktoyaktuk,ca,69.45,-133.04,-13,75,90,24.16
24.132005233366115,64.73495344631075,ormara,pk,25.21,64.64,71.71,77,0,15.61
-47.62817286978374,124.3966290228658,esperance,au,-33.87,121.9,64.4,88,86,8.05
-52.28157526334492,-53.67533167238392,rawson,ar,-43.3,-65.1,76.14,37,0,14.97
-22.88258930036457,-139.64400667076785,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
12.77581083799474,93.15176901101347,port blair,in,11.67,92.75,77.9,71,100,14.29
-10.002115032619429,-55.68059673977194,alta floresta,br,-9.88,-56.09,73.92,97,100,4.47
80.52723733675211,14.781933666604857,longyearbyen,sj,78.22,15.64,-2.2,64,0,5.82
60.98904206937485,-139.87418363219126,haines junction,ca,60.75,-137.51,-15.11,99,99,5.93
58.482278916491026,124.02265343857465,aldan,ru,58.6,125.39,-4.74,93,97,8.28
-71.93342152397787,97.48824989741968,albany,au,-35.02,117.89,62.6,93,90,5.82
85.47849327841101,31.02761732696382,berlevag,no,70.86,29.09,22.66,73,100,27.4
25.544223485445087,-103.08477533187741,matamoros,mx,25.53,-103.25,64.62,45,90,3.06
-61.003974673766564,-107.00587366343677,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
72.11150382502117,-31.869533632128622,tasiilaq,gl,65.61,-37.64,26.6,73,100,13.87
32.10950737350812,-50.114586132354106,saint george,bm,32.38,-64.68,65.19,93,75,4.7
9.365917160150232,77.06636821556413,pathanamthitta,in,9.27,76.78,62.62,70,70,4.85
-89.7028537214258,134.77829978229,hobart,au,-42.88,147.33,67.71,72,75,9.17
6.667451028960116,36.189650735581864,bonga,et,7.28,36.23,57.33,69,94,1.54
-79.79281256100164,91.04478331995398,busselton,au,-33.65,115.33,70.43,44,19,8.79
67.71117187919634,-81.68243137857245,clyde river,ca,70.47,-68.59,-23.8,61,5,4.7
-20.438755025594986,36.931863204976196,beira,mz,-19.84,34.84,77,88,20,3.36
-8.200860819410138,-108.19839248091756,puerto ayora,ec,-0.74,-90.35,78.8,74,75,4.7
-57.06912354766902,-97.87548601468829,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
35.066790973556095,26.245032289026994,palaikastron,gr,35.2,26.25,50,79,44,3
13.45738104026863,100.63857314070646,samut prakan,th,13.6,100.6,81.14,83,20,5.82
21.62788124090794,-83.55273094355086,san luis,cu,20.19,-75.85,77,50,20,8.05
79.63568818464026,149.56720085588307,chokurdakh,ru,70.63,147.92,-26.25,82,85,4.25
78.05696100308592,-102.68561817356922,yellowknife,ca,62.46,-114.35,10.4,85,90,5.82
88.09635603269695,69.23471086369875,dikson,ru,73.51,80.55,-7.82,96,100,7.07
-27.32308065821075,10.991535924597969,luderitz,na,-26.65,15.16,68,82,0,10.29
60.515332693945226,-17.42778261291616,vestmannaeyjar,is,63.44,-20.27,39.11,65,70,15.39
-81.32833094492958,146.93781311708727,hobart,au,-42.88,147.33,67.01,72,75,9.17
38.99276121120633,-32.328883274975226,ribeira grande,pt,38.52,-28.7,54.72,73,100,5.19
-27.846906830583578,62.13590578616598,mahebourg,mu,-20.41,57.7,75.31,83,40,13.87
-54.964071131689465,-46.08946081405321,mar del plata,ar,-38,-57.56,68.5,52,0,13.87
45.05727150457744,157.01600347163912,severo-kurilsk,ru,50.68,156.12,18.72,92,100,43.49
2.299238321223882,123.20584470806705,gorontalo,id,0.54,123.06,79.29,83,9,2.89
68.52841703104829,159.03652875050932,cherskiy,ru,68.75,161.3,-20.88,95,100,2.28
-76.19911816174526,96.12949016171075,albany,au,-35.02,117.89,62.6,93,90,5.82
39.662783441527324,-116.0130908280318,elko,us,41,-115.5,45.21,52,90,6.93
58.52798303978304,-11.951094663926256,ballina,ie,54.12,-9.17,46.74,89,100,15.99
-1.300395982023261,-93.26468448628465,puerto ayora,ec,-0.74,-90.35,78.8,74,75,4.7
76.20379196289562,98.28418351468741,khatanga,ru,71.97,102.5,-24.14,91,57,2.89
20.684117813658148,41.23734398638118,mecca,sa,21.43,39.83,59.88,27,0,11.01
52.18638736083443,126.2858429395879,sivaki,ru,52.63,126.75,-22.5,99,92,3.98
-81.93056398658396,-36.88826226176272,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-15.616284234179034,124.2385836044499,broome,au,-17.97,122.23,86,79,40,10.29
61.92342073958261,-12.19762183451624,hofn,is,64.25,-15.21,36.64,91,87,5.48
-70.16543603903472,-83.95107747737597,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
4.200485517968502,79.58423726288459,weligama,lk,5.97,80.42,71.22,89,60,5.46
-46.129602826966504,-106.74580871155455,castro,cl,-42.47,-73.77,66.2,68,100,6.93
41.87713067535941,-99.79157433721106,lexington,us,37.99,-84.48,35.71,96,90,11.41
76.2639343991936,-8.089144654366635,husavik,is,66.04,-17.34,30.2,92,90,6.93
-0.9313305601084636,-144.24612916096947,atuona,pf,-9.8,-139.03,80.78,78,62,15.21
-88.09760217398492,163.60604571946607,bluff,nz,-46.6,168.33,71.01,62,46,3
41.19695794314444,-166.6890858831175,bethel,us,41.37,-73.41,43.83,100,90,4.76
-7.203713606725032,-38.80727558541378,milagres,br,-7.31,-38.95,87.8,55,40,2.24
-43.235357734568495,93.43004154706506,busselton,au,-33.65,115.33,70.43,44,19,8.79
8.400491905068208,-47.93556316035122,cayenne,gf,4.93,-52.33,75.2,94,75,5.82
-17.55058819146126,46.508817425113875,fenoarivo,mg,-18.93,47.44,64.4,82,75,5.82
77.72890454429998,170.55780954227822,pevek,ru,69.7,170.31,-13.14,96,100,1.79
-55.86187367109614,66.16964941320774,saint-philippe,re,-21.36,55.77,70.81,83,90,5.82
-63.77148438888755,-80.3485575760208,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-16.047970907619018,4.823671596864273,namibe,ao,-15.2,12.15,74.95,73,7,11.05
-5.030704889746815,132.98987738546253,tual,id,-5.67,132.75,84.99,65,80,5.55
-45.15058521631837,96.13461518209482,busselton,au,-33.65,115.33,70.43,44,19,8.79
30.492984049604544,-10.816144572399764,agadir,ma,30.42,-9.6,53.6,87,20,5.82
49.52511089411777,166.40194002679715,nikolskoye,ru,59.7,30.79,27.28,86,40,6.71
-74.41721505235218,55.993919304006596,east london,za,-33.02,27.91,75.58,80,0,15.05
-46.62684468489515,85.89157863106726,busselton,au,-33.65,115.33,70.43,44,19,8.79
-6.958179840256008,-155.6840339333559,faanui,pf,-16.48,-151.75,82.45,76,22,11.21
-44.87380311181426,111.50492029525054,albany,au,-35.02,117.89,62.6,93,90,5.82
-83.25663698731974,-73.65822919413941,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-65.89676608122174,171.41141609611725,bluff,nz,-46.6,168.33,71.01,62,46,3
-1.1185380448490037,-84.93276110998205,salinas,ec,-2.22,-80.97,78.8,78,13,9.17
-25.67039676603389,-170.00885614454072,alofi,nu,-19.06,-169.92,84.2,83,95,9.17
28.688912341108576,-137.2183375700862,half moon bay,us,37.46,-122.43,61.77,93,1,6.93
55.15405280885042,-141.1867507920074,sitka,us,57.05,-135.33,36.77,86,90,18.34
-32.14151390486939,-56.35430221076845,tacuarembo,uy,-31.73,-55.98,79.7,44,12,6.42
20.769013310615776,-36.15891149117567,ponta do sol,cv,17.2,-25.09,71.6,73,98,13.87
-60.73662568925418,-66.48318299910352,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-24.22756436983559,116.3042039147171,carnarvon,au,-24.87,113.63,77,78,15,13.87
-4.993663431485587,-10.256779614925392,georgetown,sh,-7.93,-14.42,78.39,77,87,15.26
-73.86972163382646,-85.29578951100252,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-10.055437907790292,-140.92680435114082,atuona,pf,-9.8,-139.03,80.78,78,62,15.21
21.09735869306202,164.66809293739317,butaritari,ki,3.07,172.79,85.03,72,12,10.56
-80.17695052800626,-46.332661190094285,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-85.58674997951147,-90.97996654333112,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-70.54265329697026,117.35408628496168,albany,au,-35.02,117.89,62.6,93,90,5.82
64.95386654833376,-103.66655278204458,la ronge,ca,55.1,-105.28,23,85,90,6.93
-48.452500183760364,-179.5628105277855,vaini,to,-21.2,-175.2,80.6,88,90,11.41
-83.1904395198802,-92.64901869799417,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
54.296229553580275,151.74827246353215,sobolevo,ru,54.43,31.9,29.46,84,49,10.58
20.6150734799631,173.88010522034057,butaritari,ki,3.07,172.79,85.03,72,12,10.56
40.00183296464883,-15.717279950551472,peniche,pt,39.36,-9.38,47.34,100,0,5.23
-72.35009183974887,-76.43484642314942,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
61.47145492007209,-55.750635254207765,nuuk,gl,64.18,-51.72,12.13,78,94,6.93
63.113826614115254,-150.65547784000503,wasilla,us,61.58,-149.44,3.42,65,1,5.82
-28.334827398073763,-85.077190827404,coquimbo,cl,-29.95,-71.34,66.2,82,40,11.41
-46.761959644470394,-52.69779127944739,mar del plata,ar,-38,-57.56,68.5,52,0,13.87
-85.4213065039876,-74.26122162974949,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
53.930060822017964,93.98423748426723,koshurnikovo,ru,54.17,93.3,22.78,97,100,2.77
15.634889255460394,16.588217106955938,mao,td,14.12,15.31,61.25,17,0,15.39
72.19621846686957,-167.31642749163632,lavrentiya,ru,65.58,-171,-13.2,76,0,2.26
-26.877415697691745,59.469922612137765,saint-philippe,re,-21.36,55.77,70.81,83,90,5.82
-48.43962385529843,164.64462649571612,tuatapere,nz,-46.13,167.68,72.34,47,78,3.47
-25.626848775793505,169.95571800162452,vao,nc,-22.67,167.48,78.13,77,66,16.04
-32.70358024917854,101.06466630576716,geraldton,au,-28.77,114.6,66.2,88,75,9.17
40.719479100067616,-108.62653845495699,rock springs,us,41.59,-109.2,33.8,74,75,21.92
-68.8406000944834,15.345546622721542,bredasdorp,za,-34.53,20.04,64.24,68,31,12.75
-69.14413700025668,50.01695023386432,east london,za,-33.02,27.91,75.58,80,0,15.05
-47.081844936370196,-28.54392315477449,cidreira,br,-30.18,-50.21,74.77,73,60,18.75
-30.52687809927785,-130.6772564993924,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
19.829399972406065,-21.12400529776164,santa maria,cv,16.6,-22.9,69.8,88,90,16.11
31.751205677717408,58.623491374407536,birjand,ir,32.87,59.22,35.6,74,20,9.17
87.60337810196873,-159.2195515641552,barrow,us,71.29,-156.79,-29.2,100,1,10.29
-35.2612454783173,21.286576505515654,bredasdorp,za,-34.53,20.04,64.24,68,31,12.75
23.98021982697435,48.07299615253697,riyadh,sa,24.69,46.72,46.4,33,0,10.29
60.312272642120746,-37.68741871436603,tasiilaq,gl,65.61,-37.64,26.6,73,100,13.87
27.047550400739993,119.67581177901297,hanyang,cn,32.14,105.51,42.01,72,45,1.52
-11.20130938195544,-48.99749788491451,gurupi,br,-11.73,-49.07,74.64,94,100,5.88
1.2958581817950119,87.79824983615453,hambantota,lk,6.12,81.12,78.12,73,62,20.98
-10.765272795119117,99.08697344344336,bengkulu,id,-3.8,102.27,74.98,89,88,2.44
-89.72847676968912,132.44956646830695,hobart,au,-42.88,147.33,67.01,72,75,9.17
-63.58029987163966,-176.27850651634327,vaini,to,-21.2,-175.2,80.6,88,90,11.41
-33.224061961111396,97.80105087999794,geraldton,au,-28.77,114.6,66.2,88,75,9.17
-11.129455670433217,-20.355235683897263,georgetown,sh,-7.93,-14.42,78.39,77,87,15.26
-84.62767134893342,0.9785157766461907,hermanus,za,-34.42,19.23,63.55,78,46,3
22.17645250110924,112.50397325130018,encheng,cn,22.18,112.3,56.1,84,100,11.72
49.06923754454624,47.95973100921066,aleksandrov gay,ru,50.15,48.57,31.51,91,96,22.37
-17.83700141746803,66.33104095870803,quatre cocos,mu,-20.21,57.76,75.06,83,40,13.87
-9.342544281175293,-82.25531629717983,chicama,pe,-7.84,-79.15,73.4,94,40,9.17
-46.05715327663659,-130.27033481509685,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
34.17347710483391,85.8949749605514,jumla,np,29.27,82.18,22.8,56,24,4.72
26.697747271542468,24.35890864273992,jalu,ly,29.03,21.55,53.08,52,12,8.68
13.723685488432594,55.71250264477604,salalah,om,17.02,54.09,77,78,75,5.82
64.30977355155318,129.5153629357166,namtsy,ru,62.72,129.67,-54.4,55,90,2.24
-5.7162052205604965,4.671578012676633,gamba,ga,-2.65,10,78.57,85,16,3.98
46.72216716970843,173.580079780807,nikolskoye,ru,59.7,30.79,27.28,86,40,6.71
87.03319463941088,108.30848099810112,khatanga,ru,71.97,102.5,-24.14,91,57,2.89
-38.414742815266315,98.62095436292662,busselton,au,-33.65,115.33,70.43,44,19,8.79
-48.91138271077062,95.24338948216683,busselton,au,-33.65,115.33,70.43,44,19,8.79
-34.23342594791001,-30.43032820330731,arraial do cabo,br,-22.97,-42.03,77,78,40,8.05
-25.485591410031645,-71.60622310505228,taltal,cl,-25.4,-70.48,69.58,77,0,1.74
37.954991875431546,-30.134114251488086,ribeira grande,pt,38.52,-28.7,54.72,73,100,5.19
-7.171263497773154,21.589586721560323,tshikapa,cd,-6.42,20.8,71.01,80,59,2.59
-20.98417322248973,101.70924716282491,carnarvon,au,-24.87,113.63,77,78,15,13.87
-50.11867529280215,116.61694913460491,albany,au,-35.02,117.89,62.6,93,90,5.82
52.37860876720839,83.08998534184985,aleysk,ru,52.49,82.78,16.32,92,100,8.79
73.08511623866502,140.6739350715037,deputatskiy,ru,69.3,139.9,-40.23,100,55,0.76
-44.72195578304662,-136.76233978961952,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
66.9629615896107,-41.032251026002996,tasiilaq,gl,65.61,-37.64,26.6,73,100,13.87
72.77586114627164,68.41647677220689,aksarka,ru,66.56,67.8,-7.78,100,84,4.27
-31.800690561052832,-100.1635316345899,lebu,cl,-37.62,-73.65,64.08,69,0,10.94
63.46625679555896,65.5677203907535,andra,ru,62.51,65.89,-9.11,97,57,3.36
3.718068384092504,-133.43338482696174,atuona,pf,-9.8,-139.03,80.78,78,62,15.21
-48.1287242711285,168.93186881107505,bluff,nz,-46.6,168.33,71.01,62,46,3
-86.29321756413393,42.20610652336126,port alfred,za,-33.59,26.89,64.99,98,0,4
26.91727610983871,-96.19110768461529,aransas pass,us,27.91,-97.15,65.98,88,90,13.87
10.118709429541752,-79.68289488430685,portobelo,pa,9.55,-79.65,83.32,54,40,10.29
28.00700934606745,113.37260088949404,liling,cn,27.67,113.5,39.2,93,90,13.42
29.670292179333202,-29.4398649540249,ribeira grande,pt,38.52,-28.7,54.72,73,100,5.19
47.39681767057735,7.932049427098747,olten,ch,47.35,7.9,31.23,86,63,3.36
-31.311293499346014,-168.98420022047796,vaini,to,-21.2,-175.2,80.6,88,90,11.41
-69.0264425758883,-104.51840021527023,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-85.10027829509723,-124.0863283663665,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
24.843274433039937,35.10478161018361,umm lajj,sa,25.02,37.27,50.36,28,0,14.23
61.733880933902924,-144.72668525562477,fairbanks,us,64.84,-147.72,-12.95,74,1,5.28
-53.24003592293249,-53.510918234598876,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
0.5180434038504842,26.241871536945467,kisangani,cd,0.52,25.2,71.83,44,61,0.29
-72.74850216015365,-171.9978760682481,vaini,to,-21.2,-175.2,80.6,88,90,11.41
19.01600786927547,-37.85417476157113,ponta do sol,cv,17.2,-25.09,71.6,73,98,13.87
-40.29384857585784,127.15364246423627,esperance,au,-33.87,121.9,64.4,88,86,8.05
-45.31045887253974,170.5020792017702,ranfurly,nz,-45.13,170.1,73.65,58,52,1.01
46.05100454436652,-46.04921214006478,torbay,ca,47.67,-52.73,18.46,72,5,17.22
54.22461869377889,-64.0263065727524,havre-saint-pierre,ca,50.23,-63.6,8.6,92,90,6.53
74.39077535822801,-8.609846682707513,husavik,is,66.04,-17.34,30.2,92,90,6.93
-1.2176373995003047,88.47378668345789,meulaboh,id,4.14,96.13,81.19,82,73,6.53
-82.63959314229199,-93.63938978483235,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-8.662400873902882,160.90987613211348,auki,sb,-8.77,160.7,83.44,75,2,4.61
-57.70006740976426,-98.03321210471154,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
0.16846045121272368,24.35586111578033,yangambi,cd,0.81,24.43,71.26,40,42,1.36
-69.93170587394725,91.74652882061832,busselton,au,-33.65,115.33,70.43,44,19,8.79
84.75446393063456,-152.48763997059373,barrow,us,71.29,-156.79,-29.2,100,1,10.29
-54.38322450592107,162.12232657728032,tuatapere,nz,-46.13,167.68,72.34,47,78,3.47
-82.59635802552215,30.546995991961552,port elizabeth,za,-33.92,25.57,68,94,75,16.11
-20.71039098574589,-115.7648756283394,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
33.11440346828118,-118.46720084550554,rancho palos verdes,us,33.74,-118.39,65.14,67,1,5.82
53.85697805521855,-3.856174625236946,colwyn bay,gb,53.29,-3.73,44.44,93,19,18.34
-20.176215072967892,93.12140223522277,bengkulu,id,-3.8,102.27,74.98,89,88,2.44
42.541841971834714,139.0020911737389,iwanai,jp,42.97,140.51,16.12,90,100,3.49
-0.7290889524636981,-100.49835658864369,puerto ayora,ec,-0.74,-90.35,78.8,74,75,4.7
-0.46325590198955524,154.79090740058916,namatanai,pg,-3.67,152.43,84.67,73,82,10.92
22.795086290057554,79.40909463229843,narsimhapur,in,22.95,79.2,53.69,42,0,2.48
73.71090992601918,-77.59835415151716,qaanaaq,gl,77.48,-69.36,-12.51,44,0,5.12
-86.64091818063342,-26.436249305218126,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-66.67611751268333,126.09119315175212,new norfolk,au,-42.78,147.06,67.51,72,75,9.17
6.810065504834171,169.04553178823102,butaritari,ki,3.07,172.79,85.03,72,12,10.56
-37.50043372626589,-54.41825240315221,maldonado,uy,-34.67,-54.92,69.8,64,20,4.7
-47.0755835351806,67.45962320932483,saint-philippe,re,-21.36,55.77,70.81,83,90,5.82
9.884259906526765,-80.70010654824621,palmas bellas,pa,9.23,-80.09,80.42,65,20,10.29
-75.51892914096973,20.579588883211613,bredasdorp,za,-34.53,20.04,64.24,68,31,12.75
50.85538554811214,163.36328098127495,nikolskoye,ru,59.7,30.79,27.28,86,40,6.71
-81.5558116886388,-117.39215215105898,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
-1.3315087006673139,80.42951015301992,matara,lk,5.95,80.54,71.22,89,60,5.46
72.12184781770418,67.59210465560957,aksarka,ru,66.56,67.8,-7.78,100,84,4.27
23.07294293033314,-88.36873992334762,panaba,mx,21.28,-88.27,71.53,79,3,10.13
-55.16866744200191,9.925653628224012,hermanus,za,-34.42,19.23,64.65,75,46,5.99
87.68746051706682,-164.9249970165701,barrow,us,71.29,-156.79,-29.2,100,1,10.29
-77.03403038765535,153.2918760106901,bluff,nz,-46.6,168.33,70.05,51,46,5.82
89.1982704418302,-122.55029467321756,tuktoyaktuk,ca,69.45,-133.04,-13,75,90,24.16
59.716562241614724,-57.68922289279581,nuuk,gl,64.18,-51.72,12.13,78,94,6.93
6.9294870670609185,-137.8702460311228,atuona,pf,-9.8,-139.03,80.78,78,62,15.21
-21.970480236748514,-15.951661406084753,jamestown,sh,-15.94,-5.72,75.2,75,100,14.63
-47.0350103625537,-112.74642957289043,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
-44.67772589782,-7.63147748361672,saldanha,za,-33.01,17.94,62.6,82,29,3.36
-89.90290468938925,20.613752392889552,bredasdorp,za,-34.53,20.04,65.12,68,31,12.75
68.78286171106376,66.78352203569614,labytnangi,ru,66.66,66.42,-5.13,98,80,3.44
-4.639156362019008,-13.02049945524405,georgetown,sh,-7.93,-14.42,78.39,77,87,15.26
-48.503747502389835,156.98247917718663,tuatapere,nz,-46.13,167.68,72.34,47,78,3.47
47.95093669056098,-121.64703865810745,monroe,us,43.15,-77.68,35.47,93,90,6.93
-79.3768299402192,94.44185540776743,albany,au,-35.02,117.89,62.6,100,75,4.7
13.367119402718615,42.80012379445989,zabid,ye,14.2,43.32,71.62,76,86,11.68
-69.99404506705304,-103.57602321993414,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
67.17263251381746,-62.74416421427459,pangnirtung,ca,66.15,-65.71,-37.07,99,100,1.57
-27.645572256528176,56.94010824426647,saint-philippe,re,-21.36,55.77,70.81,78,79,8.05
-62.71458179909736,42.099140216608674,port alfred,za,-33.59,26.89,64.99,98,0,5.01
-63.03097409967391,30.13602466521496,port elizabeth,za,-33.92,25.57,68,94,75,16.11
21.25958535621443,-103.81461879489034,hostotipaquillo,mx,21.07,-104.07,66.99,70,100,8.99
-82.52261473901893,-173.61965265047775,vaini,to,-21.2,-175.2,80.6,88,90,11.41
-64.93928886850816,36.60722805565612,port alfred,za,-33.59,26.89,64.99,98,0,5.01
-67.60375211083785,95.75233771855181,busselton,au,-33.65,115.33,71.58,42,19,8.79
52.672805088049216,-174.25720547937294,provideniya,ru,64.38,-173.3,-4.65,68,0,3.67
-21.028342911071206,153.54365130392955,yeppoon,au,-23.13,150.73,86,62,75,9.17
62.91222436488104,-89.64667851487296,thompson,ca,55.74,-97.86,15.8,92,90,3.69
-0.43067395175634715,-144.87215636434863,atuona,pf,-9.8,-139.03,80.78,78,62,15.21
-7.2060835528705525,55.470093182134804,victoria,sc,-4.62,55.45,78.8,88,20,3.36
-78.83842141676956,120.07860402173065,albany,au,-35.02,117.89,62.6,100,75,4.7
-46.57257119438234,-19.26668442835171,arraial do cabo,br,-22.97,-42.03,75.79,83,0,9.4
-78.16143202001366,140.73102514417616,hobart,au,-42.88,147.33,67.71,72,75,9.17
-17.933259752524023,113.29255485554194,karratha,au,-20.74,116.85,85.59,74,0,2.82
28.50645064718779,-42.19810319861884,ribeira grande,pt,38.52,-28.7,54.72,73,100,5.19
-27.84401354412418,-122.10003457199488,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
38.19061632877123,-171.356582145825,kapaa,us,22.08,-159.32,75.7,78,40,12.75
23.146278625053725,47.18911497646198,riyadh,sa,24.69,46.72,46.4,33,0,10.29
51.1841655718207,-152.36594532596865,kodiak,us,57.79,-152.41,19.4,62,90,23.04
-6.352495652394651,3.565062071336996,gamba,ga,-2.65,10,78.57,85,16,3.98
37.735146989737444,-153.79288852340846,kapaa,us,22.08,-159.32,75.7,78,40,12.75
-64.835608293173,-56.00190891132901,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
-26.518473137700724,129.52078743613168,yulara,au,-25.24,130.99,84.2,16,0,13.87
65.92635430567327,173.91776616083922,komsomolskiy,ru,43.98,46.7,34.77,73,36,7.14
2.713132004829035,14.703504796079386,yokadouma,cm,3.52,15.05,63.82,28,51,3
58.414945097947566,-113.04339367488053,slave lake,ca,55.28,-114.77,24.8,85,1,6.93
43.14731485797728,-86.26379524936557,norton shores,us,43.17,-86.26,34.57,93,90,8.05
-5.329130716266434,15.320554734636403,mbanza-ngungu,cd,-5.25,14.87,68.85,88,94,1.72
-41.134414395048665,-133.73883075055744,rikitea,pf,-23.12,-134.97,79.25,77,18,14.03
-83.44044486082727,-114.32737301429479,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
25.339784089635486,-97.34658838925132,matamoros,mx,25.53,-103.25,64.62,45,90,3.06
-0.9120943727013753,61.19499191547624,victoria,sc,-4.62,55.45,78.8,88,20,3.36
26.95988803625707,-161.93055666429177,kapaa,us,22.08,-159.32,75.7,78,40,12.75
-39.7222615670454,79.32955323121934,mahebourg,mu,-20.41,57.7,75.24,83,40,13.87
49.135722672272635,-115.05227988491086,fernie,ca,49.5,-115.07,39.2,55,20,4.7
-69.47952827459962,-116.68426213253719,punta arenas,cl,-53.15,-70.92,50,66,40,28.86
7.31986665927495,-18.717022608077286,bubaque,gw,11.28,-15.83,77.58,75,92,13.38
66.15355753742239,125.75359584864282,zhigansk,ru,66.77,123.37,-31.56,89,63,14.25
-65.41303008811096,-41.879729147626165,ushuaia,ar,-54.8,-68.3,51.8,53,75,23.04
60.49965807274043,49.914960255138055,vizinga,ru,61.07,50.1,6.62,96,100,3.22
83.92149973939203,-99.17359714944392,yellowknife,ca,62.46,-114.35,10.4,85,90,6.93
